hhid,round,comment,offtakeevent,s6q36a,s6q36b,s6q37,s6q38,s6q38b,s6q38c,s6q38d,s6q39,s6q40,s6q41,s6q41b,s6q41b16,s6q42,s6q42_r6,s6q43,s6q43b,s6q43c,s6q43d
2015,7,,1,2020,August,Goat,Sold,,,,3,,For regular cash/income,,,,,1333.333374,4000,,3
2015,7,,3,2020,October,Goat,Sold,,,,3,,For regular cash/income,,,,,1666.666626,5000,,3
2016,4,0,1,2012,June,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the district,,,8000,Yes,
2016,5,0,1,2013,June,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,3000,Yes,
2016,7,,1,2020,September,Goat,Gave as gifts,,,,1,,For regular cash/income,,,,,,,,1
2017,1,,1,2009,August,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2200,,,
2017,2,,1,2010,February,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,Within the district,,2500,,,
2018,2,,1,2010,May,Goat/Sheep,Sold,,,,2,1,School fees/sick child/other consumption,,,Within the sub-location,,2900,,,
2018,3,0,1,2011,February,Goat/Sheep,Loaned,,,,1,1,Spread risks of loss,,,Within the location,,,0,Yes,
2018,6,0,1,2015,September,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,,A livestock trader within the village,,9000,Yes,
2019,1,,1,2009,May,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,4000,,,
2019,2,,3,2010,March,Goat/Sheep,Other (specify),Given out for Herding,,,3,1,Spread risks of loss,,,Within the sub-location,,1800,,,
2019,2,,2,2010,February,Cattle,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,15500,,,
2019,2,,1,2009,November,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,6000,,,
2019,2,,4,2010,August,Cattle,Other (specify),Given out for Herding,,,1,1,Spread risks of loss,,,Within the district,,14000,,,
2019,3,0,1,2011,June,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,15000,Yes,
2019,4,0,3,2012,June,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,5000,Yes,
2019,4,0,1,2011,December,Goat/Sheep,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Outside the district,,,4000,Yes,
2019,4,0,2,2012,March,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,4500,Yes,
2020,1,,1,2009,August,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,2600,,,
2020,2,,2,2010,May,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,10000,,,
2020,2,,3,2010,September,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,1500,,,
2020,2,,1,2010,April,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,11000,,,
2020,3,0,1,2011,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,1500,Yes,
2020,5,0,1,2013,March,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,,6000,Yes,
2020,7,,1,2020,June,Cattle,Sold,,,,1,,Weak/poor performance,,,,,20000,20000,,1
2021,1,,2,2009,August,Cattle,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the location,,8000,,,
2021,1,,1,2009,January,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,11000,,,
2021,7,,1,2020,October,Goat,Sold,,,,1,,For regular cash/income,,,,,5400,5400,,1
2022,1,,4,2009,March,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the district,,1500,,,
2022,1,,3,2008,December,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,12000,,,
2022,1,,1,2008,October,Cattle,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the district,,8000,,,
2022,1,,2,2008,October,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,1500,,,
2022,1,,5,2009,July,Cattle,Sold,,,,4,2,Spread risks of loss,,,Within the district,,2870,,,
2022,1,,6,2009,August,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,800,,,
2022,2,,1,2010,March,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the location,,18000,,,
2022,4,0,1,2011,October,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the district,,,16000,Yes,
2022,4,0,4,2012,February,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the district,,,6000,Yes,
2022,4,0,3,2012,April,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,,5200,Yes,
2022,4,0,2,2011,November,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the district,,,3300,Yes,
2022,4,0,5,2012,August,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,,3700,Yes,
2022,4,0,6,2012,September,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the district,,,3300,Yes,
2022,5,0,2,2013,June,Goat/Sheep,Sold,,,,16,0,For regular cash/income,,,Within the location,,,42000,Yes,
2022,5,0,1,2013,July,Cattle,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the sub-location,,,18000,Yes,
2022,5,0,3,2013,April,Goat/Sheep,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the location,,,1600,Yes,
2022,6,0,2,2015,January,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,40000,Yes,
2022,6,0,1,2014,November,Camel,Sold,,,,1,0,School fees/sick child/other consumption,,,,Other,,48000,Yes,
2022,7,,2,2020,December,Goat,Sold,,,,2,,For regular cash/income,,,,,2150,4300,,2
2022,7,,1,2020,November,Goat,Sold,,,,2,,For regular cash/income,,,,,1600,3200,,2
2023,1,,1,2009,August,Cattle,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2500,,,
2023,2,,1,2010,April,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,2600,,,
2023,4,0,1,2012,June,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the location,,,3500,Yes,
2023,6,0,1,2015,April,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,4500,Yes,
2025,1,,1,2009,May,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,8000,,,
2025,1,,2,2009,August,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,11000,,,
2025,2,,3,2010,August,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,3000,,,
2025,2,,1,2010,February,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,2500,,,
2025,2,,2,2010,May,Goat/Sheep,Sold,,,,5,0,Cultural reasons/dowry,,,Within the location,,3000,,,
2025,3,0,1,2011,July,Cattle,Sold,,,,2,0,For regular cash/income,,,Within the district,,,17000,Yes,
2025,4,0,4,2012,May,Goat/Sheep,Sold,,,,4,2,For regular cash/income,,,Within the sub-location,,,20000,Yes,
2025,4,0,2,2012,April,Goat/Sheep,Sold,,,,4,2,For regular cash/income,,,Within the sub-location,,,13000,Yes,
2025,4,0,1,2011,October,Goat/Sheep,Sold,,,,20,18,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,40000,Yes,
2025,4,0,3,2011,November,Goat/Sheep,Sold,,,,11,6,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,22000,Yes,
2025,5,0,1,2013,September,Goat/Sheep,Sold,,,,3,2,For regular cash/income,,,Within the sub-location,,,12300,Yes,
2025,6,0,1,2015,August,Goat/Sheep,Sold,,,,3,0,School fees/sick child/other consumption,,,,A livestock trader within the village,,16000,Yes,
2025,6,0,2,2015,September,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,,,,3000,Yes,
2026,1,,2,2009,January,Cattle,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,8000,,,
2026,1,,1,2008,November,Cattle,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,12000,,,
2026,1,,3,2009,March,Cattle,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2000,,,
2026,1,,4,2009,June,Cattle,Sold,,,,3,3,Spread risks of loss,,,Within the location,,3000,,,
2026,1,,5,2009,September,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,7000,,,
2026,2,,2,2010,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,1500,,,
2026,2,,1,2010,January,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,10000,,,
2026,3,0,2,2011,September,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the location,,,2500,Yes,
2026,3,0,1,2011,August,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,4000,Yes,
2026,4,0,1,2011,November,Camel,Sold,,,,1,1,For regular cash/income,,,Within the location,,,21000,Yes,
2026,5,0,1,2012,October,Cattle,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,30000,Yes,
2026,5,0,3,2013,July,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,8000,Yes,
2026,5,0,2,2012,November,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the sub-location,,,8000,Yes,
2027,1,,2,2009,May,Goat/Sheep,Sold,,,,3,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,2000,,,
2027,1,,3,2009,August,Cattle,Sold,,,,2,2,Spread risks of loss,,,Within the district,,4000,,,
2027,1,,1,2008,November,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,8000,,,
2027,3,0,2,2011,February,Goat/Sheep,Sold,,,,8,6,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,16000,Yes,
2027,3,0,1,2011,February,Cattle,Sold,,,,1,1,For regular cash/income,,,Within the location,,,3000,Yes,
2027,4,0,1,2012,March,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the district,,,5000,Yes,
2027,5,0,2,2013,August,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the sub-location,,,8000,Yes,
2027,5,0,1,2013,January,Cattle,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,25000,Yes,
2027,6,0,1,2015,September,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,,A livestock trader within the village,,45000,Yes,
2028,1,,1,2009,September,Cattle,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the district,,2000,,,
2028,2,,3,2010,June,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,3000,,,
2028,2,,4,2010,August,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,18000,,,
2028,2,,1,2009,December,Goat/Sheep,Sold,,,,8,5,Help others in bad times,,,Within the district,,2300,,,
2028,2,,2,2010,March,Goat/Sheep,Sold,,,,10,0,School fees/sick child/other consumption,,,Within the district,,2500,,,
2028,3,0,1,2011,July,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,11000,Yes,
2028,4,0,1,2012,February,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,15000,Yes,
2028,4,0,2,2012,February,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the location,,,6000,Yes,
2028,5,0,1,2013,August,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the sub-location,,,9500,Yes,
2028,6,0,1,2014,November,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,Small livestock market,,6500,Yes,
2028,7,,1,2020,October,Cattle,Gave as gifts,,,,1,,Cultural reasons/dowry,,,,,,,,1
2029,2,,1,2010,March,Cattle,Sold,,,,2,0,For regular cash/income,,,Within the district,,17000,,,
2029,2,,2,2010,September,Cattle,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the sub-location,,10000,,,
2029,3,0,1,2011,August,Cattle,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,5000,Yes,
2029,4,0,1,2012,January,Cattle,Sold,,,,2,2,For regular cash/income,,,Within the district,,,40000,Yes,
2029,5,0,1,2013,June,Cattle,Sold,,,,1,1,For regular cash/income,,,Within the district,,,17000,Yes,
2030,2,,1,2010,May,Goat/Sheep,Sold,,,,2,0,Pay debt,,,Within the sub-location,,2000,,,
2030,3,0,1,2011,April,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,6000,Yes,
2030,3,0,2,2011,July,Goat/Sheep,Sold,,,,1,1,Weak/poor performance,,,Within the sub-location,,,2000,Yes,
2031,4,0,1,2012,April,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,4000,Yes,
2031,5,0,1,2013,September,Goat/Sheep,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the location,,,4000,Yes,
2031,5,0,2,2013,September,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,Within the location,,,4000,Yes,
2031,7,,1,2020,November,Goat,Gave as gifts,,,,1,,Help others in bad times,,,,,,,,1
2032,2,,1,2010,February,Goat/Sheep,Sold,,,,1,0,Spread risks of loss,,,Within the sub-location,,1500,,,
2032,3,0,1,2011,January,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,,8100,Yes,
2032,4,0,1,2012,April,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the district,,,3500,Yes,
2032,4,0,2,2012,June,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,4500,Yes,
2032,5,0,1,2013,June,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,4000,Yes,
2032,5,0,2,2013,August,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the location,,,3500,Yes,
2032,6,0,1,2015,July,Goat/Sheep,Sold,,,,7,3,For regular cash/income,,,,A livestock trader within the village,,25000,Yes,
2033,1,,1,2009,August,Cattle,Sold,,,,2,1,Spread risks of loss,,,Within the location,,2000,,,
2033,2,,1,2010,July,Cattle,Exchange,,,,1,0,Spread risks of loss,,,Within the district,,14000,,,
2033,3,0,1,2011,August,Cattle,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the district,,,15000,Yes,
2034,1,,2,2009,June,Cattle,Sold,,,,6,2,Coping with drought (need money to buy food/necessities duing drought),,,Outside the district,,13000,,,
2034,1,,4,2009,September,Cattle,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,5000,,,
2034,1,,3,2009,August,Cattle,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,5000,,,
2034,1,,1,2008,October,Goat/Sheep,Gave as gifts,,,,1,1,Other (specify),GIFT,,Within the district,,1500,,,
2034,5,0,1,2013,January,Cattle,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the district,,,30000,Yes,
2035,1,,1,2009,August,Cattle,Sold,,,,3,0,Spread risks of loss,,,Within the location,,2000,,,
2035,2,,1,2010,June,Cattle,Sold,,,,1,0,Spread risks of loss,,,Within the district,,24000,,,
2035,3,0,1,2011,August,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,5000,Yes,
2035,5,0,1,2013,June,Cattle,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the district,,,70000,Yes,
2035,5,0,2,2013,June,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the district,,,9500,Yes,
2036,1,,1,2009,September,Cattle,Sold,,,,1,1,Spread risks of loss,,,Within the location,,2000,,,
2036,2,,2,2010,August,Cattle,Sold,,,,1,0,Cultural reasons/dowry,,,Within the sub-location,,20000,,,
2036,2,,1,2010,February,Cattle,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,8000,,,
2036,3,0,1,2011,May,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the district,,,2500,Yes,
2036,4,0,1,2012,May,Goat/Sheep,Sold,,,,1,1,School fees/sick child/other consumption,,,Outside the district,,,5000,Yes,
2036,5,0,1,2013,February,Goat/Sheep,Sold,,,,3,3,Cultural reasons/dowry,,,Within the district,,,15000,Yes,
2037,5,0,1,2013,September,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,4200,Yes,
2037,6,0,3,2015,September,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,4000,Yes,
2037,6,0,1,2014,November,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,6700,Yes,
2037,6,0,2,2015,February,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,3000,Yes,
2038,1,,1,2009,August,Cattle,Sold,,,,2,2,Spread risks of loss,,,Within the location,,3000,,,
2038,3,0,1,2011,February,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,11000,Yes,
2038,3,0,2,2011,July,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,9000,Yes,
2038,4,0,1,2012,August,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the district,,,5800,Yes,
2038,5,0,2,2013,July,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,8000,Yes,
2038,5,0,3,2013,August,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,3000,Yes,
2038,5,0,1,2012,November,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the sub-location,,,8000,Yes,
2038,5,0,4,2013,September,Goat/Sheep,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Within the sub-location,,,3000,Yes,
2038,6,0,1,2015,August,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,Small livestock market,,4300,Yes,
2038,7,,1,2020,November,Goat,Sold,,,,1,,Coping with drought (need money to buy food/necessities duing drought),,,,,3500,3500,,1
2039,3,0,2,2011,March,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,3800,Yes,
2039,3,0,1,2011,May,Cattle,Sold,,,,4,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,30000,Yes,
2039,4,0,1,2012,January,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the district,,,4200,Yes,
2039,6,0,1,2015,January,Cattle,Sold,,,,2,1,For regular cash/income,,,,A livestock trader passing by my village,,56000,Yes,
2040,1,,1,2009,August,Cattle,Sold,,,,2,2,Spread risks of loss,,,Within the location,,2500,,,
2040,4,0,1,2012,July,Cattle,Sold,,,,2,1,School fees/sick child/other consumption,,,Within the district,,,25000,Yes,
2040,5,0,3,2013,March,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,4000,Yes,
2040,5,0,4,2013,January,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,4000,Yes,
2040,5,0,1,2013,July,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,35000,Yes,
2040,5,0,2,2013,May,Cattle,Sold,,,,1,0,Weak/poor performance,,,Within the sub-location,,,37000,Yes,
2041,1,,1,2009,August,Cattle,Sold,,,,1,0,Spread risks of loss,,,Within the district,,10000,,,
2041,3,0,1,2011,April,Cattle,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the location,,,8500,Yes,
2041,4,0,1,2012,June,Cattle,Sold,,,,1,1,School fees/sick child/other consumption,,,Within the district,,,17000,Yes,
2043,1,,2,2009,September,Cattle,Sold,,,,1,1,Spread risks of loss,,,Within the district,,4000,,,
2043,1,,1,2008,December,Cattle,Sold,,,,1,1,Spread risks of loss,,,Within the district,,23000,,,
2043,2,,1,2010,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,3000,,,
2043,2,,2,2010,September,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,3000,,,
