hhid,round,comment,s14q1,s14q2,s14q2b,s14q2a,s14q4a,s14q4b,s14q3,s14q3_a,s14q3_b,s14q5,s14q6,s14q6b,s14q7,s14q8,s14q9,s14q10,s14q11,s14q51,s14q52,s14q52b,s14q24,s14q25,s14q28,s14q53,s14q54,s14q83,s14q55,s14q56,s14q56b,s14q57,s14q57b,s14q51_a,s14q51_b,s14q51_c,s14q51_d,s14q51_e,s14q51_f,s14q73,s14q71,s14q72,s14q18a,s14q18a2,s14q18b,s14q19a,s14q19a2,s14q19b,s14q20a,s14q20a2,s14q20b,s14q21a,s14q21a2,s14q21b,s14q5_r1,s14q6_r1,s14q6b_r1,s14q7_r1,s14q8_r1,s14q9_r1,s14q9b_r1,s14q10_r1,s14q10b_r1,s14q11_r1,s14q12,s14q13,s14q13b,s14q14,s14q15,s14q16,s14q16b,s14q17,s14q58_r23,s14q58a_r23,s14q58b_r23,s14q58,s14q58a,s14q58b,s14q59,s14q59b,s14q59c,s14q5_r7,s14q8_r7,debt_3,debt_4,debt_5,debt_6,debt_5_support_yn,debt_5_support_who,debt_7,debt_8,debt_9,debt_10
1012,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
1012,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,Don't know,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
1012,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
1012,7,,Yes,Bank,,,,,.a,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,2000,No,,,,No,,No,
1013,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Informal saving scheme (e.g. merry go round),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,2,,Yes,MFI/FSA,,,,,35000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
1013,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,Don't know,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1013,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
1013,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
1013,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Dont need it,,,,,,,,,,,,,
1013,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1014,1,,Yes,Bank,,,,,10000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Bank,,Quite easy (4 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),MFI/FSA,,Quite easy (4 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,Yes,,,2,6000,Household asset,,1500,,,,,,,,,,,,,,,,,,,,,
1014,2,,Yes,Bank,,,,,70000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1014,3,0,Yes,Bank,,EQUITY BANK,,,120000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,MFI/FSA,,O.K. (3 out of 6 chances),MFI/FSA,,O.K. (3 out of 6 chances),MFI/FSA,,O.K. (3 out of 6 chances),MFI/FSA,,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
1014,4,0,Yes,Bank,,EQUITY BANK,,,20000,,,No,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
1014,5,0,Yes,Bank,,KENYA WOMEN FINANCE TRUST,,,25000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
1014,6,0,Yes,Bank,,Equity Bank,,,20000,,,,,,,,,,,Yes,,,,,,5,5000,0,4000,Private (family/friend etc.),,Food,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
1014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,5000,No,,,,No,,No,
1015,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Bank,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),2,-77,-77,,,,,,,,Yes,,,1,240,Food,,0,,,,,,,,,,,,,,,,,,,,,
1015,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
1015,3,0,Yes,At home,,,Cash saving is not large enough,,1500,,,,,,,,,,,Yes,,,,,,1,200,200,0,Private (family/friend etc.),,Production/ investment/ operating costs,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Bank,,Quite easy (4 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1015,4,0,Yes,At home,,,Do not trust bank/saving association,,1200,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
1015,5,0,Yes,Other (specify),IN GROUP SAVING,,Other (specify),I HAVE ACCOUNT BUT DONT HAVE MONEY IN IT,2200,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
1015,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
1015,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10000,Yes,3000,Yes,7000,No,,No,,No,
1016,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
1016,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
1016,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,No one would lend,,,,,,,,,,,,,
1016,5,0,Yes,Bank,,EQUITY BANK,,,2000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
1016,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,1000,0,0,Private (family/friend etc.),,Don't know,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Other (specify),I may Fail paying Back,,,,,,,,,,,,
1016,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,500,No,,,,No,,No,
1017,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,2,1500,Food,,600,,,,,,,,,,,,,,,,,,,,,
1017,2,,Yes,At home,,,Do not trust bank/saving association,,20000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1017,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),NGOs,,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1017,4,0,Yes,Bank,,EQUITY BANK,,,15000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
1017,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
1017,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Dont need it,,,,,,,,,,,,,
1017,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1018,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1018,3,0,Yes,Bank,,EQUITY BANK,,,300000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Bank,,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
1018,4,0,Yes,Bank,,KCB BANK,,,40000,,,No,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
1018,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
1018,6,0,Yes,Other Informal saving scheme (e.g. merry go rounds),,,More costly than other choices,,6500,,,,,,,,,,,Yes,,,,,,5,2000,0,0,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
1018,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1019,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
1019,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Bank,,Quite easy (4 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
1019,4,0,Yes,Bank,,EQUITY BANK,,,30000,,,No,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
1019,5,0,Yes,Bank,,equity bank,,,20000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Dont need it,,,,,,,,,,,,,
1019,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,No one would lend,,,,,,,,,,,,,
1019,7,,Yes,M-pesa,,,,,.a,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1020,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very easy (always get it),Bank,,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2,,Yes,Bank,,,,,80000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1020,3,0,Yes,Bank,,KCB BANK,,,100000,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Very easy (always get it),Trader,,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
1020,7,,Yes,Bank,,,,,99000,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1021,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,Don't need it,,,,,,,,,Yes,,,5,700,Household asset,,600,,,,,,,,,,,,,,,,,,,,,
1021,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1021,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Very easy (always get it),Private (family/friend etc.),,Very easy (always get it),Private (family/friend etc.),,Very easy (always get it),Private (family/friend etc.),,Very easy (always get it),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
1021,4,0,Yes,Bank,,EQUITY BANK,,,70000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
1021,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
1021,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
1021,7,,Yes,M-pesa,,,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,1000,No,,,,No,,No,
1022,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,3,24000,Other (specify),CONSTRUCTION OF HOUSE,24000,,,,,,,,,,,,,,,,,,,,,
1022,2,,Yes,Bank,,Equity,,,6000,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1022,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Religious organization,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
1022,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
1022,5,0,Yes,Bank,,cooperative bank,,,20000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
1022,6,0,Yes,Bank,,sacco,,,16000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
1022,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
1023,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,2,Prefer not to owe money,,,,,,,,,No,No-one would lend: not credit worthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
1023,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
