hhid,round,comment,Loan_ID,s14q60a,s14q60,s14q60b,s14q61,s14q61b,s14q61c,s14q79,s14q81,s14q81b,s14q82,s14q62,s14q62_r2,s14q66,s14q65c,s14q66a,s14q66_r23,s14q64,s14q65a,s14q65b,s14q67,s14q68a,s14q68b,s14q69,s14q70,s14q70b,s14q92,s14q92b,s14q93,s14q94,s14q80,s14q91
13007,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13007,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13007,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13007,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13007,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13007,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13008,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,1,,Private (family/friend etc.),,,,,,,,,,4,2000,,,2000,Yes,5,2010,No,,,0,Education costs,,,,,,,
13009,2,,2,,Private (family/friend etc.),,,,,,,,,,6,5000,,,5000,Yes,7,2010,No,,,0,Food,,,,,,,
13009,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13009,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13010,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13011,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13012,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
13012,2,,11,,,,Food,,Yes,,,,,,7,1000,,,1000,No,,,No,,,500,,,,,,,,
13012,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13012,2,,13,,,,Livestock,,Yes,,,,,,8,6000,,,6000,No,,,No,,,6000,,,,,,,,
13012,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13012,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13012,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13013,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13014,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13015,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,1,,Private (family/friend etc.),,,,,,,,,,7,2000,,,2000,No,,,No,,,0,Food,,,,,,,
13025,2,,11,,,,Food,,Yes,,,,,,9,200,,,200,Yes,10,2010,No,,,200,,,,,,,,
13025,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,13,,,,Livestock,,Yes,,,,,,12,4000,,,4000,No,,,No,,,4000,,,,,,,,
13025,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13028,2,,1,,Private (family/friend etc.),,,,,,,,,,7,10000,,,10000,Yes,9,.b,No,,,500,Food,,,,,,,
13028,2,,11,,,,Food,,Yes,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,,
13028,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13028,2,,13,,,,Livestock,,Yes,,,,,,11,3000,,,3000,Yes,.b,2010,No,,,1000,,,,,,,,
13028,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13028,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13028,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13035,2,,1,,Private (family/friend etc.),,,,,,,,,,7,2000,,,2000,No,,,No,,,0,Food,,,,,,,
13035,2,,11,,,,Food,,Yes,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,,
13035,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13035,2,,13,,,,Livestock,,Yes,,,,,,9,3000,,,3000,No,,,No,,,3000,,,,,,,,
13035,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13035,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13035,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
14002,2,,11,,,,Food,,Yes,,,,,,8,510,,,510,No,,,No,,,510,,,,,,,,
14002,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,1,,Other Informal saving scheme (e.g. merry go round),,,,,,,,,,6,4500,,,4500,Yes,8,2010,Yes,15,25,500,Health costs,,,,,,,
14006,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14007,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14009,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14010,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,1,,Private (family/friend etc.),,,,,,,,,,8,1500,,,1500,Yes,12,2010,No,,,500,Health costs,,,,,,,
14011,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14011,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,1,,Private (family/friend etc.),,,,,,,,,,7,500,,,500,No,,,No,,,250,Food,,,,,,,
14012,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14013,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14014,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14016,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14017,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14018,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14019,2,,11,,,,Food,,Yes,,,,,,6,818,,,600,Yes,9,2010,No,,,218,,,,,,,,
14019,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14019,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14019,2,,14,,,,Livestock and agricultural inputs,,Yes,,,,,,9,1500,,,1000,Yes,10,2010,Yes,15,30,500,,,,,,,,
14019,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14019,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
14020,2,,11,,,,Food,,Yes,,,,,,9,210,,,210,No,,,No,,,100,,,,,,,,
14020,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14020,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14021,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14022,2,,11,,,,Food,,Yes,,,,,,9,1045,,,1045,No,,,No,,,545,,,,,,,,
14022,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14022,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14022,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14022,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14022,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
14023,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
