hhid,round,comment,birthevent,s6q45a,s6q45b,s6q46,s6q47,s6q47b
4070,5,0,2,Current year,February,Sheep/Goat,16,
4070,6,0,3,Current year,July,Sheep/Goat,3,
4070,6,0,1,Previous year,November,Camel,3,
4070,6,0,2,Current year,February,Sheep/Goat,17,
4070,7,,3,2020,November,Goat,20,3
4070,7,,2,2020,July,Sheep,10,2
4070,7,,2,2020,August,Goat,20,3
4070,7,,1,2019,February,Goat,20,3
4070,7,,1,2019,February,Sheep,10,2
4071,1,,3,Current year,April,Sheep/Goat,5,
4071,1,,2,Current year,February,Camel,1,
4071,1,,5,Current year,August,Camel,1,
4071,1,,1,Previous year,November,Sheep/Goat,3,
4071,1,,4,Current year,August,Sheep/Goat,4,
4071,2,,3,Current year,February,Sheep/Goat,7,
4071,2,,1,Previous year,November,Camel,3,
4071,2,,4,Current year,March,Sheep/Goat,10,
4071,2,,2,Previous year,December,Sheep/Goat,8,
4071,3,0,2,Current year,August,Sheep/Goat,9,
4071,3,0,1,Current year,March,Camel,3,
4071,4,0,1,Current year,June,Sheep/Goat,14,
4071,4,0,2,Current year,August,Sheep/Goat,12,
4071,4,0,3,Previous year,October,Sheep/Goat,8,
4071,5,0,1,Current year,January,Camel,2,
4071,5,0,2,Current year,March,Sheep/Goat,10,
4071,6,0,1,Current year,January,Camel,3,
4071,6,0,2,Current year,March,Sheep/Goat,5,
4071,6,0,3,Current year,April,Sheep/Goat,7,
4071,7,,1,2020,June,Goat,4,1
4071,7,,2,2020,July,Sheep,8,2
4071,7,,1,2019,February,Sheep,8,2
4072,1,,1,Previous year,December,Camel,2,
4072,1,,3,Previous year,April,Sheep/Goat,30,
4072,1,,2,Previous year,November,Sheep/Goat,12,
4072,1,,4,Current year,August,Sheep/Goat,25,
4073,1,,1,Previous year,October,Cattle,9,
4073,1,,4,Current year,May,Sheep/Goat,60,
4073,1,,5,Current year,August,Sheep/Goat,10,
4073,1,,2,Current year,February,Camel,3,
4073,1,,3,Current year,October,Sheep/Goat,50,
4073,2,,2,Current year,July,Sheep/Goat,13,
4073,2,,1,Current year,May,Sheep/Goat,22,
4073,3,0,2,Current year,May,Cattle,5,
4073,3,0,1,Current year,April,Camel,1,
4073,3,0,3,Current year,July,Sheep/Goat,20,
4073,3,0,4,Current year,September,Sheep/Goat,5,
4073,4,0,1,Current year,September,Cattle,2,
4073,4,0,3,Current year,June,Sheep/Goat,6,
4073,4,0,2,Previous year,December,Sheep/Goat,12,
4073,5,0,1,Previous year,December,Camel,3,
4073,5,0,5,Current year,August,Sheep/Goat,8,
4073,5,0,3,Previous year,December,Sheep/Goat,15,
4073,5,0,2,Current year,May,Cattle,4,
4073,5,0,4,Current year,April,Sheep/Goat,8,
4073,7,,2,2020,October,Goat,15,2
4073,7,,2,2020,November,Sheep,20,2
4073,7,,1,2020,May,Sheep,20,2
4073,7,,1,2020,April,Goat,15,2
4074,1,,4,Current year,August,Sheep/Goat,1,
4074,1,,5,Current year,September,Sheep/Goat,7,
4074,1,,1,Previous year,October,Camel,1,
4074,1,,3,Current year,April,Sheep/Goat,8,
4074,1,,2,Current year,February,Cattle,1,
4074,2,,2,Current year,August,Sheep/Goat,22,
4074,2,,1,Current year,July,Sheep/Goat,11,
4074,3,0,2,Current year,April,Sheep/Goat,24,
4074,3,0,1,Previous year,December,Camel,1,
4074,4,0,1,Previous year,December,Sheep/Goat,12,
4074,4,0,2,Current year,April,Sheep/Goat,8,
4074,4,0,3,Current year,September,Sheep/Goat,13,
4074,5,0,2,Current year,April,Sheep/Goat,7,
4074,5,0,1,Previous year,November,Sheep/Goat,8,
4074,6,0,3,Current year,June,Sheep/Goat,4,
4074,6,0,1,Previous year,December,Sheep/Goat,4,
4074,6,0,2,Current year,February,Sheep/Goat,7,
4074,7,,1,2020,August,Sheep,12,1
4074,7,,2,2020,August,Goat,20,2
4074,7,,1,2019,February,Goat,20,2
4074,7,,1,2020,August,Camel,1,1
4075,1,,4,Current year,April,Sheep/Goat,10,
4075,1,,2,Previous year,November,Sheep/Goat,10,
4075,1,,3,Current year,January,Sheep/Goat,5,
4075,1,,5,Current year,August,Sheep/Goat,20,
4075,1,,1,Previous year,October,Camel,3,
4075,2,,2,Current year,March,Sheep/Goat,6,
4075,2,,1,Previous year,November,Camel,3,
4075,2,,3,Current year,June,Sheep/Goat,14,
4075,3,0,2,Previous year,October,Sheep/Goat,5,
4075,3,0,1,Current year,January,Camel,1,
4075,3,0,3,Current year,June,Sheep/Goat,4,
4075,4,0,2,Current year,June,Sheep/Goat,3,
4075,4,0,1,Previous year,December,Sheep/Goat,2,
4075,5,0,8,Current year,August,Sheep/Goat,4,
4075,5,0,2,Previous year,November,Sheep/Goat,10,
4075,5,0,3,Current year,January,Sheep/Goat,4,
4075,5,0,7,Current year,June,Sheep/Goat,5,
4075,5,0,1,Previous year,November,Camel,4,
4075,5,0,4,Current year,February,Sheep/Goat,2,
4075,5,0,5,Current year,March,Sheep/Goat,10,
4075,5,0,6,Current year,April,Sheep/Goat,10,
4075,6,0,1,Previous year,December,Camel,2,
4075,6,0,6,Current year,June,Sheep/Goat,9,
4075,6,0,4,Current year,February,Sheep/Goat,7,
4075,6,0,3,Previous year,December,Sheep/Goat,3,
4075,6,0,2,Current year,March,Camel,3,
4075,6,0,5,Current year,March,Sheep/Goat,5,
4075,7,,1,2020,June,Goat,10,2
4075,7,,2,2020,September,Goat,10,2
4075,7,,1,2020,May,Sheep,4,1
4075,7,,1,2019,February,Camel,6,1
4076,1,,4,Current year,July,Sheep/Goat,15,
4076,1,,3,Current year,April,Sheep/Goat,40,
4076,1,,1,Previous year,October,Camel,4,
4076,1,,2,Current year,February,Sheep/Goat,60,
4076,2,,3,Previous year,October,Sheep/Goat,1,
4076,2,,1,Previous year,November,Camel,1,
4076,2,,2,Current year,April,Sheep/Goat,18,
4076,3,0,2,Current year,January,Sheep/Goat,2,
4076,3,0,1,Current year,March,Camel,2,
4076,3,0,3,Current year,July,Sheep/Goat,2,
4076,4,0,1,Current year,March,Sheep/Goat,13,
4076,5,0,2,Previous year,November,Sheep/Goat,9,
4076,5,0,3,Current year,April,Sheep/Goat,12,
4076,5,0,1,Current year,March,Camel,2,
4076,5,0,4,Current year,August,Sheep/Goat,16,
4076,6,0,2,Current year,January,Sheep/Goat,15,
4076,6,0,1,Previous year,October,Camel,5,
4076,6,0,3,Current year,August,Sheep/Goat,8,
4076,7,,4,2020,August,Goat,10,10
4076,7,,7,2020,September,Goat,10,10
4076,7,,6,2020,August,Goat,10,10
4076,7,,9,2020,November,Goat,10,10
4076,7,,8,2020,November,Goat,10,10
4076,7,,10,2020,December,Goat,10,10
4076,7,,1,2020,May,Goat,10,10
4076,7,,5,2020,August,Goat,10,10
4076,7,,2,2020,June,Goat,10,10
4076,7,,3,2020,July,Goat,10,10
4077,6,0,3,Previous year,November,Sheep/Goat,10,
4077,6,0,4,Current year,April,Sheep/Goat,7,
4077,6,0,2,Current year,April,Camel,1,
4077,6,0,5,Current year,August,Sheep/Goat,12,
4077,6,0,1,Previous year,December,Camel,4,
4078,1,,1,Current year,May,Camel,3,
4078,1,,2,Current year,June,Sheep/Goat,12,
4078,1,,3,Current year,September,Sheep/Goat,5,
4078,2,,3,Current year,June,Sheep/Goat,11,
4078,2,,2,Current year,April,Sheep/Goat,20,
4078,2,,1,Previous year,December,Camel,3,
4078,3,0,1,Current year,September,Sheep/Goat,2,
4078,4,0,1,Previous year,December,Sheep/Goat,10,
4078,4,0,2,Current year,May,Sheep/Goat,9,
4078,5,0,3,Current year,June,Sheep/Goat,8,
4078,5,0,2,Current year,January,Sheep/Goat,13,
4078,5,0,1,Previous year,October,Camel,2,
4078,6,0,1,Previous year,November,Camel,3,
4078,6,0,2,Current year,September,Sheep/Goat,3,
4079,2,,2,Current year,June,Sheep/Goat,10,
4079,2,,1,Current year,March,Sheep/Goat,9,
4079,2,,3,Previous year,October,Camel,3,
4079,3,0,1,Current year,September,Sheep/Goat,8,
4079,4,0,1,Previous year,December,Sheep/Goat,10,
4079,4,0,2,Current year,April,Sheep/Goat,4,
4079,4,0,3,Current year,September,Sheep/Goat,9,
4079,5,0,2,Current year,February,Sheep/Goat,15,
4079,5,0,3,Current year,June,Sheep/Goat,6,
4079,5,0,1,Previous year,December,Camel,3,
4079,7,,6,2020,November,Sheep,20,19
4079,7,,15,2020,November,Sheep,20,19
4079,7,,6,2020,November,Goat,20,19
4079,7,,8,2020,November,Goat,20,19
4079,7,,4,2020,November,Sheep,20,19
4079,7,,9,2020,November,Sheep,20,19
4079,7,,14,2020,November,Sheep,20,19
4079,7,,3,2020,November,Goat,20,19
4079,7,,3,2020,November,Sheep,20,19
4079,7,,13,2020,November,Sheep,20,19
4079,7,,12,2020,November,Sheep,20,19
4079,7,,11,2020,November,Sheep,20,19
4079,7,,10,2020,November,Goat,20,19
4079,7,,10,2020,November,Sheep,20,19
4079,7,,2,2020,November,Goat,20,19
4079,7,,13,2020,November,Goat,20,19
4079,7,,11,2020,November,Goat,20,19
4079,7,,18,2020,November,Goat,20,19
4079,7,,14,2020,November,Goat,20,19
4079,7,,17,2020,November,Sheep,20,19
4079,7,,7,2020,November,Goat,20,19
4079,7,,4,2020,November,Goat,20,19
4079,7,,16,2020,November,Sheep,20,19
4079,7,,5,2020,November,Sheep,20,19
4079,7,,19,2020,November,Sheep,20,19
4079,7,,1,2020,November,Sheep,20,19
4079,7,,12,2020,November,Goat,20,19
4079,7,,7,2020,November,Sheep,20,19
4079,7,,1,2020,November,Goat,20,19
4079,7,,19,2020,November,Goat,20,19
4079,7,,2,2020,November,Sheep,20,19
4079,7,,16,2020,November,Goat,20,19
4079,7,,15,2020,November,Goat,20,19
4079,7,,17,2020,November,Goat,20,19
4079,7,,5,2020,November,Goat,20,19
4079,7,,9,2020,November,Goat,20,19
4079,7,,18,2020,November,Sheep,20,19
4079,7,,8,2020,November,Sheep,20,19
4082,2,,1,Current year,March,Sheep/Goat,8,
4082,2,,2,Current year,August,Sheep/Goat,12,
4082,3,0,2,Current year,June,Sheep/Goat,13,
4082,3,0,1,Previous year,December,Camel,2,
4082,4,0,1,Previous year,December,Sheep/Goat,12,
4082,4,0,2,Current year,April,Sheep/Goat,2,
4082,4,0,3,Current year,June,Sheep/Goat,10,
4082,5,0,3,Current year,March,Sheep/Goat,18,
4082,5,0,1,Previous year,October,Camel,3,
4082,5,0,2,Previous year,December,Sheep/Goat,12,
4082,6,0,2,Current year,March,Sheep/Goat,4,
4082,6,0,1,Current year,April,Camel,3,
4082,6,0,3,Current year,August,Sheep/Goat,5,
4082,6,0,4,Current year,September,Sheep/Goat,1,
4082,7,,2,2020,May,Sheep,14,4
4082,7,,4,2020,December,Sheep,14,4
4082,7,,2,2020,April,Goat,17,4
4082,7,,3,2020,September,Sheep,14,4
4082,7,,4,2020,December,Goat,17,4
4082,7,,3,2020,August,Goat,17,4
4082,7,,1,2019,January,Sheep,14,4
4082,7,,1,2019,March,Goat,17,4
4083,2,,2,Current year,March,Sheep/Goat,100,
4083,2,,1,Previous year,December,Camel,6,
4083,2,,5,Current year,August,Cattle,6,
4083,2,,3,Current year,April,Sheep/Goat,86,
4083,2,,4,Current year,May,Sheep/Goat,130,
4083,3,0,3,Current year,July,Sheep/Goat,3,
4083,3,0,1,Current year,June,Camel,3,
4083,3,0,2,Current year,January,Sheep/Goat,10,
4083,4,0,1,Current year,April,Sheep/Goat,20,
4083,5,0,2,Previous year,December,Sheep/Goat,10,
4083,5,0,1,Previous year,December,Camel,2,
4083,5,0,3,Current year,March,Sheep/Goat,8,
4083,5,0,4,Current year,August,Sheep/Goat,6,
4083,6,0,1,Current year,February,Sheep/Goat,8,
4083,6,0,2,Current year,August,Sheep/Goat,20,
4083,6,0,3,Current year,September,Sheep/Goat,17,
4084,2,,3,Current year,April,Sheep/Goat,27,
4084,2,,4,Current year,May,Camel,3,
4084,2,,1,Previous year,December,Sheep/Goat,2,
4084,2,,2,Current year,March,Sheep/Goat,25,
4084,3,0,2,Current year,April,Camel,1,
4084,3,0,1,Previous year,November,Camel,1,
4084,4,0,1,Current year,April,Sheep/Goat,10,
4084,5,0,6,Current year,March,Camel,1,
4084,5,0,4,Current year,July,Sheep/Goat,15,
4084,5,0,5,Previous year,December,Camel,2,
4084,5,0,2,Current year,February,Sheep/Goat,9,
4084,5,0,3,Current year,April,Sheep/Goat,12,
4084,5,0,1,Previous year,November,Sheep/Goat,10,
4084,6,0,3,Current year,July,Sheep/Goat,17,
4084,6,0,2,Current year,June,Sheep/Goat,15,
4084,6,0,1,Previous year,October,Cattle,3,
4084,6,0,4,Current year,July,Sheep/Goat,8,
4084,7,,2,2020,September,Goat,25,3
4084,7,,2,2020,August,Sheep,30,3
4084,7,,1,2019,January,Goat,25,3
4084,7,,3,2020,December,Sheep,30,3
4084,7,,1,2020,May,Sheep,30,3
4084,7,,3,2020,December,Goat,25,3
4086,2,,2,Current year,March,Sheep/Goat,8,
4086,2,,1,Previous year,October,Camel,1,
4086,3,0,4,Current year,January,Sheep/Goat,21,
4086,3,0,1,Current year,February,Camel,3,
4086,3,0,2,Current year,July,Camel,3,
4086,3,0,3,Previous year,December,Cattle,6,
4086,3,0,5,Current year,August,Sheep/Goat,18,
4086,4,0,2,Current year,May,Sheep/Goat,5,
4086,4,0,1,Previous year,December,Sheep/Goat,10,
4086,5,0,4,Current year,March,Camel,8,
4086,5,0,1,Previous year,December,Camel,3,
4086,5,0,2,Previous year,December,Sheep/Goat,60,
4086,5,0,3,Current year,March,Cattle,4,
4086,5,0,5,Current year,March,Sheep/Goat,20,
4086,5,0,6,Current year,August,Sheep/Goat,11,
4086,6,0,1,Current year,January,Sheep/Goat,12,
4086,6,0,5,Current year,June,Sheep/Goat,17,
4086,6,0,4,Current year,June,Cattle,3,
4086,6,0,2,Current year,February,Sheep/Goat,10,
4086,6,0,3,Current year,March,Sheep/Goat,12,
4086,6,0,6,Current year,July,Camel,5,
4086,7,,1,2020,December,Goat,8,1
4086,7,,1,2020,November,Sheep,10,1
4087,2,,2,Current year,August,Sheep/Goat,8,
4087,2,,1,Current year,March,Sheep/Goat,11,
4087,3,0,1,Previous year,November,Camel,1,
4087,3,0,2,Current year,August,Sheep/Goat,1,
4087,4,0,1,Current year,April,Sheep/Goat,4,
4087,4,0,3,Current year,June,Sheep/Goat,1,
4087,4,0,2,Current year,May,Sheep/Goat,2,
4087,5,0,1,Previous year,November,Camel,1,
4087,5,0,3,Previous year,December,Sheep/Goat,6,
4087,5,0,2,Previous year,November,Cattle,2,
4087,5,0,4,Current year,July,Sheep/Goat,9,
4087,6,0,2,Current year,September,Sheep/Goat,8,
4087,6,0,1,Current year,February,Sheep/Goat,6,
4089,2,,1,Current year,March,Sheep/Goat,14,
4089,3,0,2,Current year,April,Sheep/Goat,2,
4089,3,0,1,Current year,February,Camel,1,
4089,4,0,3,Current year,August,Sheep/Goat,14,
4089,4,0,2,Current year,March,Sheep/Goat,20,
4089,4,0,1,Previous year,December,Camel,1,
4089,5,0,2,Current year,May,Sheep/Goat,15,
4089,5,0,3,Current year,August,Sheep/Goat,14,
4089,5,0,1,Previous year,December,Camel,2,
4089,6,0,2,Current year,January,Sheep/Goat,6,
4089,6,0,3,Current year,August,Sheep/Goat,4,
4089,6,0,1,Current year,April,Camel,2,
4089,7,,1,2020,April,Goat,5,2
4089,7,,2,2020,July,Goat,5,2
4090,2,,3,Current year,August,Sheep/Goat,17,
4090,2,,2,Current year,July,Sheep/Goat,18,
4090,2,,1,Previous year,December,Camel,3,
4090,3,0,1,Current year,June,Sheep/Goat,21,
4090,4,0,2,Current year,July,Sheep/Goat,13,
4090,4,0,3,Current year,September,Sheep/Goat,20,
4090,4,0,1,Current year,February,Sheep/Goat,22,
4090,5,0,4,Current year,August,Sheep/Goat,15,
4090,5,0,3,Current year,March,Sheep/Goat,10,
4090,5,0,1,Current year,April,Camel,3,
4090,5,0,2,Previous year,November,Sheep/Goat,12,
4090,6,0,2,Current year,March,Sheep/Goat,25,
4090,6,0,3,Current year,July,Sheep/Goat,15,
4090,6,0,1,Current year,February,Camel,3,
4090,7,,1,2019,February,Camel,6,2
4090,7,,1,2020,June,Goat,10,2
4090,7,,2,2020,July,Camel,6,2
4090,7,,1,2020,September,Sheep,5,1
4090,7,,2,2020,October,Goat,10,2
4091,2,,1,Previous year,December,Sheep/Goat,5,
4091,2,,3,Current year,August,Sheep/Goat,5,
4091,2,,2,Current year,July,Sheep/Goat,14,
4091,3,0,2,Current year,March,Sheep/Goat,4,
4091,3,0,1,Current year,January,Camel,2,
4091,3,0,3,Current year,August,Sheep/Goat,5,
4091,4,0,1,Previous year,December,Sheep/Goat,4,
4091,4,0,2,Current year,April,Sheep/Goat,3,
4091,5,0,5,Current year,August,Sheep/Goat,8,
4091,5,0,4,Current year,May,Sheep/Goat,6,
4091,5,0,1,Current year,May,Camel,2,
4091,5,0,3,Current year,April,Sheep/Goat,3,
4091,5,0,2,Previous year,December,Sheep/Goat,7,
4091,6,0,2,Current year,January,Sheep/Goat,5,
4091,6,0,4,Current year,August,Sheep/Goat,7,
4091,6,0,3,Current year,April,Sheep/Goat,3,
4091,6,0,1,Previous year,November,Camel,3,
4095,2,,3,Current year,May,Sheep/Goat,17,
4095,2,,1,Current year,March,Sheep/Goat,10,
4095,2,,2,Current year,April,Sheep/Goat,20,
4095,3,0,1,Current year,January,Camel,2,
4095,3,0,2,Current year,February,Sheep/Goat,29,
4095,4,0,4,Previous year,December,Sheep/Goat,10,
4095,4,0,3,Current year,September,Sheep/Goat,13,
4095,4,0,1,Current year,September,Cattle,1,
4095,4,0,2,Current year,April,Sheep/Goat,10,
4095,5,0,3,Current year,May,Sheep/Goat,15,
4095,5,0,2,Current year,February,Sheep/Goat,13,
4095,5,0,1,Previous year,December,Camel,1,
4095,5,0,4,Current year,July,Sheep/Goat,17,
4095,6,0,1,Current year,January,Camel,1,
4095,6,0,2,Current year,March,Sheep/Goat,7,
4095,6,0,3,Current year,August,Sheep/Goat,6,
4095,7,,3,2020,August,Goat,10,3
4095,7,,1,2019,February,Camel,2,2
4095,7,,2,2020,August,Camel,2,2
4095,7,,2,2020,July,Goat,10,3
4095,7,,1,2020,July,Sheep,8,1
4095,7,,1,2020,June,Goat,10,3
4098,6,0,3,Current year,September,Sheep/Goat,4,
4098,6,0,1,Current year,June,Sheep/Goat,5,
4098,6,0,2,Current year,July,Sheep/Goat,11,
4103,3,0,1,Previous year,October,Camel,1,
4103,3,0,2,Current year,May,Cattle,2,
4103,3,0,3,Current year,June,Sheep/Goat,12,
4103,4,0,2,Current year,March,Sheep/Goat,8,
4103,4,0,3,Current year,August,Sheep/Goat,6,
4103,4,0,1,Current year,February,Cattle,2,
4103,5,0,3,Previous year,December,Sheep/Goat,5,
4103,5,0,5,Current year,June,Sheep/Goat,5,
4103,5,0,2,Current year,May,Camel,1,
4103,5,0,4,Current year,March,Sheep/Goat,6,
4103,5,0,1,Previous year,December,Camel,1,
4103,6,0,1,Previous year,November,Camel,4,
4103,7,,1,2020,June,Goat,10,2
4103,7,,2,2020,September,Sheep,6,2
4103,7,,1,2020,July,Sheep,6,2
4103,7,,1,2019,March,Camel,3,1
4103,7,,2,2020,September,Goat,10,2
4107,3,0,1,Current year,April,Sheep/Goat,4,
4107,4,0,1,Previous year,December,Sheep/Goat,9,
4107,4,0,3,Current year,July,Sheep/Goat,5,
4107,4,0,2,Current year,March,Sheep/Goat,8,
4107,5,0,1,Current year,February,Sheep/Goat,6,
4107,5,0,2,Current year,July,Sheep/Goat,10,
4107,6,0,1,Current year,February,Camel,2,
4107,6,0,2,Current year,May,Sheep/Goat,5,
4108,3,0,2,Current year,July,Camel,7,
4108,3,0,1,Current year,September,Camel,2,
4108,4,0,1,Current year,May,Sheep/Goat,8,
4108,7,,1,2019,February,Sheep,20,2
4108,7,,2,2020,September,Goat,30,3
4108,7,,1,2019,March,Goat,30,3
4108,7,,3,2020,December,Goat,30,3
4108,7,,2,2020,September,Sheep,20,2
4110,4,0,1,Previous year,December,Sheep/Goat,6,
4111,3,0,1,Previous year,October,Camel,1,
4111,3,0,2,Current year,June,Sheep/Goat,6,
4111,4,0,1,Current year,April,Sheep/Goat,4,
4111,5,0,1,Previous year,November,Camel,2,
4111,5,0,2,Previous year,November,Sheep/Goat,4,
4111,5,0,6,Current year,August,Sheep/Goat,1,
4111,5,0,4,Current year,April,Sheep/Goat,7,
4111,5,0,5,Current year,May,Sheep/Goat,5,
4111,5,0,3,Current year,January,Sheep/Goat,4,
4111,6,0,2,Current year,February,Sheep/Goat,6,
4111,6,0,1,Previous year,December,Sheep/Goat,7,
4111,6,0,3,Current year,April,Sheep/Goat,11,
4111,7,,1,2019,February,Goat,12,3
4111,7,,3,2020,September,Goat,12,3
4111,7,,2,2020,May,Goat,12,3
5001,1,,1,Previous year,November,Camel,1,
5001,1,,2,Current year,February,Sheep/Goat,5,
5001,1,,3,Current year,June,Sheep/Goat,3,
5001,2,,1,Current year,February,Camel,1,
5001,2,,3,Current year,May,Sheep/Goat,5,
5001,2,,4,Current year,August,Sheep/Goat,6,
5001,2,,2,Current year,April,Cattle,1,
5001,3,0,1,Current year,February,Camel,17,
5001,3,0,3,Current year,March,Sheep/Goat,30,
5001,3,0,2,Current year,January,Cattle,3,
5001,4,0,1,Current year,April,Sheep/Goat,13,
5001,4,0,3,Current year,August,Cattle,1,
5001,4,0,2,Current year,May,Sheep/Goat,11,
5001,5,0,5,Current year,May,Sheep/Goat,8,
5001,5,0,3,Current year,April,Cattle,1,
5001,5,0,1,Previous year,December,Camel,3,
5001,5,0,2,Current year,May,Camel,2,
5001,5,0,4,Previous year,December,Sheep/Goat,7,
5001,5,0,6,Current year,August,Sheep/Goat,5,
5001,6,0,3,Current year,May,Cattle,2,
5001,6,0,5,Current year,September,Sheep/Goat,11,
5001,6,0,2,Current year,January,Cattle,4,
5001,6,0,4,Current year,January,Sheep/Goat,18,
5001,6,0,1,Current year,March,Camel,2,
5001,7,,2,2020,November,Cattle,3,2
5001,7,,1,2019,February,Camel,6,1
5001,7,,1,2020,July,Cattle,3,2
5001,7,,1,2020,August,Goat,13,2
5001,7,,2,2020,November,Goat,13,2
5001,7,,2,2020,November,Sheep,9,2
5001,7,,1,2020,August,Sheep,9,2
5002,1,,3,Current year,July,Sheep/Goat,5,
5002,1,,1,Previous year,November,Camel,3,
5002,1,,2,Current year,May,Sheep/Goat,10,
5002,2,,1,Current year,May,Sheep/Goat,4,
5002,2,,2,Current year,July,Sheep/Goat,5,
5002,3,0,2,Current year,August,Sheep/Goat,3,
5002,3,0,1,Previous year,October,Camel,7,
5002,4,0,3,Current year,August,Sheep/Goat,21,
5002,4,0,2,Current year,June,Sheep/Goat,20,
5002,4,0,1,Previous year,October,Camel,7,
5002,5,0,2,Current year,February,Sheep/Goat,10,
5002,5,0,1,Previous year,November,Camel,5,
5002,6,0,3,Current year,September,Sheep/Goat,6,
5002,6,0,1,Current year,June,Camel,1,
5002,6,0,2,Current year,January,Sheep/Goat,8,
5002,7,,2,2020,November,Goat,8,2
5002,7,,1,2019,February,Goat,8,2
5002,7,,2,2020,November,Sheep,6,2
5002,7,,1,2019,January,Sheep,6,2
5005,1,,1,Previous year,October,Cattle,2,
5005,1,,3,Current year,April,Sheep/Goat,8,
5005,1,,2,Current year,October,Sheep/Goat,5,
5005,1,,4,Current year,May,Camel,1,
5005,2,,2,Current year,June,Sheep/Goat,8,
5005,2,,1,Current year,January,Sheep/Goat,12,
5005,3,0,1,Previous year,October,Camel,2,
5005,4,0,2,Current year,January,Cattle,1,
5005,4,0,4,Current year,August,Sheep/Goat,4,
5005,4,0,1,Previous year,December,Camel,5,
5005,4,0,3,Current year,May,Sheep/Goat,6,
5005,5,0,1,Previous year,December,Camel,5,
5005,5,0,2,Current year,January,Sheep/Goat,10,
5005,5,0,3,Current year,March,Sheep/Goat,7,
5005,6,0,1,Current year,January,Sheep/Goat,10,
