hhid,round,s22q1,s22q1a,s22q2,s22q2a,s22q3,s22q3a,s22q4,s22q4a,s22q5,s22q5a,s22q6,s22q6a,s22q7,s22q8,s22q9,s22q10,s22q11a,s22q11a_a,s22q11b,s22q11b_a,s22q11c,s22q11c_a,s22q11d,s22q11d_a,s22q11e,s22q11e_a,s22q13a,s22q13a_a,s22q13b,s22q13b_a,s22q13c,s22q13c_a,s22q13d,s22q13d_a,s22q13e,s22q13e_a,s22q14a,s22q14a_a,s22q14b,s22q14b_a,s22q14c,s22q14c_a,s22q14d,s22q14d_a,s22q14e,s22q14e_a
5001,7,None: My household does not do this,,Local market,,None,,Long market distances,,Neighbor,,Telephone calls,,7,2,2015,.a,Forage availability,,Water availability,,Livestock market price information,,Security within my locality,,Veterinary services,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,nability to read SMSs,,irtime costs,,imited trust in information obtained,,Livestock prices,,Livestock volumes,,Market operating status,,Number of lorries,,Number of external traders,
5002,7,None: My household does not do this,,Manyatta/neighbors,,None,,High prices,,Neighbor,,Word of mouth,,5,1,2015,-96,Forage availability,,Water availability,,Livestock market price information,,Veterinary services,,Security within my locality,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,irtime costs,,nability to read SMSs,,imited trust in information obtained,,Livestock prices,,Livestock volumes,,Market operating status,,Number of external traders,,Number of lorries,
5005,7,Manyatta/neighbors,,Local market,,None,,High prices,,Neighbor,,Word of mouth,,3,3,2017,-96,Water availability,,Forage availability,,Security of area I intend to migrate to,,Security within my locality,,Livestock market price information,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,irtime costs,,imited trust in information obtained,,nability to read SMSs,,Livestock prices,,Market operating status,,Livestock volumes,,Conflict en route to market,,Number of lorries,
5008,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,Poor road networks,,Manyatta broker,,Word of mouth,,-96,-96,-96,-96,Forage availability,,Water availability,,Livestock market price information,,Security within my locality,,weather forecast  11 COVID-19,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,irtime costs,,nability to read SMSs,,None / No other,,Livestock prices,,Number of external traders,,Livestock volumes,,Water availability,,Livestock diseases,
5009,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,High prices,,Manyatta broker,,Word of mouth,,5,5,2015,2010,Forage availability,,Water availability,,Livestock market price information,,Veterinary services,,Food commodity prices and availability,,irtime costs,,Limited network connectivity market information?,,nability to read SMSs,,imited mobile phone charging opportunities,,Limited sources of market information,,Livestock volumes,,Market operating status,,Livestock prices,,Conflict en route to market,,Number of external traders,
5010,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,Poor road networks,,Manyatta broker,,Word of mouth,,-96,-96,2019,.a,Livestock market price information,,Forage availability,,Water availability,,Food commodity prices and availability,,Security within my locality,,irtime costs,,Limited network connectivity market information?,,nability to read SMSs,,imited trust in information obtained,,imited mobile phone charging opportunities,,Livestock prices,,Market operating status,,Number of lorries,,Livestock diseases,,Number of external traders,
5011,7,Manyatta/neighbors,,Manyatta/neighbors,,Long market distances,,High prices,,Neighbor,,Word of mouth,,3,-96,2017,-96,Forage availability,,Water availability,,Livestock disease outbreaks,,Livestock market price information,,No / No other,,imited mobile phone charging opportunities,,irtime costs,,Limited network connectivity market information?,,nability to read SMSs,,None / No other,,Livestock prices,,Number of external traders,,Livestock volumes,,Livestock diseases,,Water availability,
5012,7,Manyatta/neighbors,,Manyatta/neighbors,,Limited livestock market information,,High prices,,Neighbor,,Word of mouth,,10,10,2010,-96,Forage availability,,Livestock market price information,,Food commodity prices and availability,,weather forecast  11 COVID-19,,11,,irtime costs,,imited mobile phone charging opportunities,,Limited network connectivity market information?,,Limited sources of market information,,imited trust in information obtained,,Other (specify),Vetenary services,Livestock prices,,Market operating status,,Livestock diseases,,Livestock volumes,
5013,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,Long market distances,,Manyatta broker,,Word of mouth,,3,3,2017,-96,Livestock market price information,,Forage availability,,Water availability,,Veterinary services,,Security within my locality,,irtime costs,,nability to read SMSs,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,Limited sources of market information,,Livestock volumes,,Livestock prices,,Water availability,,Market operating status,,Number of external traders,
5015,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,Long market distances,,Manyatta broker,,Word of mouth,,-96,-96,-96,2013,Forage availability,,Livestock market price information,,Water availability,,Food commodity prices and availability,,Veterinary services,,Limited network connectivity market information?,,irtime costs,,nability to read SMSs,,imited mobile phone charging opportunities,,Limited sources of market information,,Livestock volumes,,Livestock prices,,Market operating status,,Conflict en route to market,,Number of external traders,
5016,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,High prices,,Neighbor,,Word of mouth,,-96,-96,.a,-96,Forage availability,,Water availability,,Security of area I intend to migrate to,,Food commodity prices and availability,,Livestock disease outbreaks,,Limited network connectivity market information?,,nability to read SMSs,,irtime costs,,Limited sources of market information,,imited trust in information obtained,,Market operating status,,Livestock prices,,Livestock volumes,,Conflict en route to market,,Number of external traders,
5018,7,Manyatta/neighbors,,Manyatta/neighbors,,High prices,,High prices,,Neighbor,,Word of mouth,,1,1,2019,2015,Forage availability,,Water availability,,Veterinary services,,Livestock disease outbreaks,,Livestock market price information,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,irtime costs,,nability to read SMSs,,None / No other,,Livestock prices,,Livestock diseases,,Number of external traders,,Water availability,,Livestock volumes,
5019,7,None: My household does not do this,,Other (specify),At shopping centre,None,,High prices,,Neighbor,,Word of mouth,,7,7,2013,-96,Forage availability,,Security within my locality,,weather forecast  11 COVID-19,,Livestock market price information,,Food commodity prices and availability,,Limited network connectivity market information?,,irtime costs,,imited mobile phone charging opportunities,,nability to read SMSs,,Limited sources of market information,,Water availability,,Market operating status,,Livestock prices,,Number of external traders,,Livestock volumes,
5020,7,None: My household does not do this,,None: My household does not do this,,None,,None,,None,,None,,-96,-96,-96,-96,No / No other,,No / No other,,No / No other,,No / No other,,No / No other,,None / No other,,None / No other,,None / No other,,None / No other,,None / No other,,Livestock prices,,Market operating status,,Number of lorries,,Livestock volumes,,Conflict en route to market,
5021,7,Manyatta/neighbors,,Manyatta/neighbors,,Limited livestock market information,,High prices,,Neighbor,,Word of mouth,,8,8,2012,-96,Forage availability,,Food commodity prices and availability,,Water availability,,Security within my locality,,Livestock market price information,,imited mobile phone charging opportunities,,irtime costs,,nability to read SMSs,,Limited network connectivity market information?,,Limited sources of market information,,Water availability,,Livestock prices,,Market operating status,,Livestock volumes,,Number of external traders,
5022,7,None: My household does not do this,,Manyatta/neighbors,,None,,High prices,,Neighbor,,Word of mouth,,12,12,2008,-96,Forage availability,,Water availability,,Food commodity prices and availability,,weather forecast  11 COVID-19,,Livestock market price information,,imited mobile phone charging opportunities,,irtime costs,,Limited network connectivity market information?,,nability to read SMSs,,Limited sources of market information,,Water availability,,Market operating status,,Livestock prices,,Number of external traders,,Livestock volumes,
5024,7,None: My household does not do this,,Terminal market,,None,,Long market distances,,Manyatta broker,,Word of mouth,,6,3,2017,-96,Forage availability,,Water availability,,Livestock market price information,,Security within my locality,,Veterinary services,,imited mobile phone charging opportunities,,irtime costs,,nability to read SMSs,,imited trust in information obtained,,Limited network connectivity market information?,,Livestock prices,,Market operating status,,Livestock volumes,,Number of lorries,,Number of external traders,
5027,7,None: My household does not do this,,Local market,,None,,High prices,,Local FM radio,,Word of mouth,,-96,-96,.a,-96,Water availability,,Forage availability,,Security of area I intend to migrate to,,Security within my locality,,Livestock market price information,,Limited network connectivity market information?,,imited mobile phone charging opportunities,,irtime costs,,imited trust in information obtained,,None / No other,,Livestock prices,,Market operating status,,Livestock volumes,,Conflict en route to market,,Number of lorries,
