hhid,round,comment,LSID,LSID_other,s14q74,s14q70_r6,s14q70b_r6,s14q74a,s14q66_r6,s14q66a_r6,s14q66b_r6,s14q75,s14q76,s14q77,s14q78,s14q78b
3015,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3015,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3015,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3015,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3015,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3015,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
3015,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,3,"Yes,BUT this source will not give more loan",,
3015,4,0,Bank,,No,,,,,,,,,,We don't need any loan,
3015,4,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3015,4,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
3015,4,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
3015,4,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3015,4,0,CARE group saving<br> and lending (GSL),,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
3015,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3016,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3016,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3016,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3016,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3016,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3016,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3016,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3018,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3018,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3018,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3018,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3018,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3018,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3018,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3019,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3019,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3019,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3019,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3019,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3019,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3019,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
3020,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3020,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,2,1,No. We don't need any (more) loan,,
3021,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3021,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3021,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3021,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
3021,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3021,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
3021,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,.b,
3022,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3022,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3022,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3022,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3022,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3022,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),Prefers not to borrow
3022,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3023,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3023,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3023,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3023,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3023,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3023,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3023,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3024,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3024,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3024,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3024,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3024,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3024,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3024,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3026,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3026,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3026,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3026,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3026,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3026,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3026,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,2,2,No. We don't need any (more) loan,,
3027,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3027,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3027,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3027,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3027,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3027,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3027,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3028,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,2,"Yes,BUT this source will not give more loan",,
3029,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3029,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),Not heard of it
3029,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3029,3,0,Money lenders,,No,,,,,,,,,,Other (specify),PREFER NOT TO BORROW
3029,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3029,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3029,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3030,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3030,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,4,2,No. We don't need any (more) loan,,
3031,3,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
3031,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3031,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Interest rate and fee are too high,
3031,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3031,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3031,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3031,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,5,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
3033,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3033,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3033,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3033,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3033,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3033,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3033,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3034,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3034,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3034,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
3034,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
3034,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3034,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
3034,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3035,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3035,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3035,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3035,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3035,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3035,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3035,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3041,4,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3041,4,0,MFI/FSA,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
3041,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3041,4,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3041,4,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3041,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3041,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4001,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
4001,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
4001,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
4001,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
4001,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
4001,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
4001,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
4002,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
4002,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
4002,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
4002,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
4002,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
4002,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
4002,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
4002,6,0,Bank,,No,,,,,,,,,,,
4002,6,0,MFI/FSA,,No,,,,,,,,,,,
4002,6,0,SACCO/Cooperatives,,Yes,Other (specify),TO BUY LAND,Yes,500000,No,624000,,,,,
4002,6,0,Money lenders,,No,,,,,,,,,,,
4002,6,0,Family/friends,,No,,,,,,,,,,,
4002,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
4002,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
4002,6,0,Other (specify),,No,,,,,,,,,,,
4004,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4004,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4004,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
4004,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4004,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4004,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4004,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
4005,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
4005,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
4005,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4005,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4005,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
4005,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
4005,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4006,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
4006,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),not available
4006,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
